Country,Country Code,Continent,Region,Year,Emissions Per Capita,Emissions,Hazardous waste
Russian Federation,643,Europe,Eastern Europe,2010,12.1331666,1742540.065,200
Russian Federation,643,Europe,Eastern Europe,2009,10.95671665,1574367.778,200
Russian Federation,643,Europe,Eastern Europe,2008,11.94094085,1715638.953,200
Russian Federation,643,Europe,Eastern Europe,2007,11.60856243,1667597.586,200
Russian Federation,643,Europe,Eastern Europe,2006,11.61756139,1669618.103,200
Russian Federation,643,Europe,Eastern Europe,2005,11.22527784,1615687.534,200
Russian Federation,643,Europe,Eastern Europe,2004,11.10608117,1602955.71,200
Russian Federation,643,Europe,Eastern Europe,2003,11.07794614,1604968.893,200
Russian Federation,643,Europe,Eastern Europe,2002,10.70404222,1557660.926,200
Russian Federation,643,Europe,Eastern Europe,2001,10.6588173,1558001.957,200
Russian Federation,643,Europe,Eastern Europe,2000,10.61652617,1558111.967,200
Russian Federation,643,Europe,Eastern Europe,1999,10.41561246,1533968.439,200
Russian Federation,643,Europe,Eastern Europe,1998,10.14343807,1498343.534,200
Russian Federation,643,Europe,Eastern Europe,1997,10.32448773,1528849.307,200
Russian Federation,643,Europe,Eastern Europe,1996,10.88998955,1615804.878,200
Russian Federation,643,Europe,Eastern Europe,1995,10.99790454,1634312.227,200
Russian Federation,643,Europe,Eastern Europe,1994,11.43513796,1701132.301,200
Russian Federation,643,Europe,Eastern Europe,1993,13.04198153,1941203.457,200
Russian Federation,643,Europe,Eastern Europe,1992,13.99101782,2081840.241,200
Rwanda,646,Africa,Eastern Africa,2011,0.059557451,663.727,200
Rwanda,646,Africa,Eastern Africa,2010,0.05448017,590.387,200
Rwanda,646,Africa,Eastern Africa,2009,0.054675893,575.719,200
Rwanda,646,Africa,Eastern Africa,2008,0.053087946,542.716,200
Rwanda,646,Africa,Eastern Africa,2007,0.056141818,557.384,200
Rwanda,646,Africa,Eastern Africa,2006,0.054658001,528.048,200
Rwanda,646,Africa,Eastern Africa,2005,0.055999831,528.048,200
Rwanda,646,Africa,Eastern Africa,2004,0.057059258,528.048,200
Rwanda,646,Africa,Eastern Africa,2003,0.057057251,520.714,200
Rwanda,646,Africa,Eastern Africa,2002,0.059161462,531.715,200
Rwanda,646,Africa,Eastern Africa,2001,0.060698039,531.715,200
Rwanda,646,Africa,Eastern Africa,2000,0.062895975,528.048,200
Rwanda,646,Africa,Eastern Africa,1999,0.064906663,509.713,200
Rwanda,646,Africa,Eastern Africa,1998,0.068024305,487.711,200
Rwanda,646,Africa,Eastern Africa,1997,0.077073199,498.712,200
Rwanda,646,Africa,Eastern Africa,1996,0.081013732,480.377,200
Rwanda,646,Africa,Eastern Africa,1995,0.081577545,462.042,200
Rwanda,646,Africa,Eastern Africa,1994,0.082577633,473.043,200
Rwanda,646,Africa,Eastern Africa,1993,0.081606187,495.045,200
Rwanda,646,Africa,Eastern Africa,1992,0.074515439,487.711,200
Rwanda,646,Africa,Eastern Africa,1991,0.06993612,487.711,200
Rwanda,646,Africa,Eastern Africa,1990,0.075223682,542.716,200
Saint Helena,654,Africa,Western Africa,2011,,11.001,200
Saint Helena,654,Africa,Western Africa,2010,,11.001,200
Saint Helena,654,Africa,Western Africa,2009,,11.001,200
Saint Helena,654,Africa,Western Africa,2008,,11.001,200
Saint Helena,654,Africa,Western Africa,2007,,11.001,200
Saint Helena,654,Africa,Western Africa,2006,,11.001,200
Saint Helena,654,Africa,Western Africa,2005,,11.001,200
Saint Helena,654,Africa,Western Africa,2004,,11.001,200
Saint Helena,654,Africa,Western Africa,2003,,11.001,200
Saint Helena,654,Africa,Western Africa,2002,,11.001,200
Saint Helena,654,Africa,Western Africa,2001,,11.001,200
Saint Helena,654,Africa,Western Africa,2000,,11.001,200
Saint Helena,654,Africa,Western Africa,1999,,11.001,200
Saint Helena,654,Africa,Western Africa,1998,,11.001,200
Saint Helena,654,Africa,Western Africa,1997,,11.001,200
Saint Helena,654,Africa,Western Africa,1996,,11.001,200
Saint Helena,654,Africa,Western Africa,1995,,11.001,200
Saint Helena,654,Africa,Western Africa,1994,,11.001,200
Saint Helena,654,Africa,Western Africa,1993,,11.001,200
Saint Helena,654,Africa,Western Africa,1992,,7.334,200
Saint Helena,654,Africa,Western Africa,1991,,7.334,200
Saint Helena,654,Africa,Western Africa,1990,,7.334,200
Saint Kitts and Nevis,659,Americas,Caribbean,2011,,267.691,200
Saint Kitts and Nevis,659,Americas,Caribbean,2010,,260.357,200
Saint Kitts and Nevis,659,Americas,Caribbean,2009,,260.357,200
Saint Kitts and Nevis,659,Americas,Caribbean,2008,,249.356,200
Saint Kitts and Nevis,659,Americas,Caribbean,2007,,249.356,200
Saint Kitts and Nevis,659,Americas,Caribbean,2006,,234.688,200
Saint Kitts and Nevis,659,Americas,Caribbean,2005,,234.688,200
Saint Kitts and Nevis,659,Americas,Caribbean,2004,,227.354,200
Saint Kitts and Nevis,659,Americas,Caribbean,2003,,220.02,200
Saint Kitts and Nevis,659,Americas,Caribbean,2002,,198.018,200
Saint Kitts and Nevis,659,Americas,Caribbean,2001,,183.35,200
Saint Kitts and Nevis,659,Americas,Caribbean,2000,,102.676,200
Saint Kitts and Nevis,659,Americas,Caribbean,1999,,102.676,200
Saint Kitts and Nevis,659,Americas,Caribbean,1998,,102.676,200
Saint Kitts and Nevis,659,Americas,Caribbean,1997,,102.676,200
Saint Kitts and Nevis,659,Americas,Caribbean,1996,,102.676,200
Saint Kitts and Nevis,659,Americas,Caribbean,1995,,95.342,200
Saint Kitts and Nevis,659,Americas,Caribbean,1994,,88.008,200
Saint Kitts and Nevis,659,Americas,Caribbean,1993,,84.341,200
Saint Kitts and Nevis,659,Americas,Caribbean,1992,,73.34,200
Saint Kitts and Nevis,659,Americas,Caribbean,1991,,73.34,200
Saint Kitts and Nevis,659,Americas,Caribbean,1990,,66.006,200
Saint Lucia,662,Americas,Caribbean,2011,2.270512241,407.037,200
Saint Lucia,662,Americas,Caribbean,2010,2.273826502,403.37,200
Saint Lucia,662,Americas,Caribbean,2009,2.197688356,385.035,200
Saint Lucia,662,Americas,Caribbean,2008,2.292750703,396.036,200
Saint Lucia,662,Americas,Caribbean,2007,2.262928375,385.035,200
Saint Lucia,662,Americas,Caribbean,2006,2.18719059,366.7,200
Saint Lucia,662,Americas,Caribbean,2005,2.216955752,366.7,200
Saint Lucia,662,Americas,Caribbean,2004,2.176061422,355.699,200
Saint Lucia,662,Americas,Caribbean,2003,2.221517501,359.366,200
Saint Lucia,662,Americas,Caribbean,2002,2.037006061,326.363,200
Saint Lucia,662,Americas,Caribbean,2001,2.288263473,363.033,200
Saint Lucia,662,Americas,Caribbean,2000,2.102784981,330.03,200
Saint Lucia,662,Americas,Caribbean,1999,2.057282699,319.029,200
Saint Lucia,662,Americas,Caribbean,1998,2.012386814,308.028,200
Saint Lucia,662,Americas,Caribbean,1997,2.064287323,311.695,200
Saint Lucia,662,Americas,Caribbean,1996,2.215531478,330.03,200
Saint Lucia,662,Americas,Caribbean,1995,2.119797334,311.695,200
Saint Lucia,662,Americas,Caribbean,1994,1.81757101,264.024,200
Saint Lucia,662,Americas,Caribbean,1993,1.583333333,227.354,200
Saint Lucia,662,Americas,Caribbean,1992,1.446813308,205.352,200
Saint Lucia,662,Americas,Caribbean,1991,1.229667735,172.349,200
Saint Lucia,662,Americas,Caribbean,1990,1.194203213,165.015,200
Saint Pierre and Miquelon,666,Americas,Northern America,2011,,69.673,200
Saint Pierre and Miquelon,666,Americas,Northern America,2010,,69.673,200
Saint Pierre and Miquelon,666,Americas,Northern America,2009,,66.006,200
Saint Pierre and Miquelon,666,Americas,Northern America,2008,,66.006,200
Saint Pierre and Miquelon,666,Americas,Northern America,2007,,66.006,200
Saint Pierre and Miquelon,666,Americas,Northern America,2006,,66.006,200
Saint Pierre and Miquelon,666,Americas,Northern America,2005,,66.006,200
Saint Pierre and Miquelon,666,Americas,Northern America,2004,,62.339,200
Saint Pierre and Miquelon,666,Americas,Northern America,2003,,66.006,200
Saint Pierre and Miquelon,666,Americas,Northern America,2002,,58.672,200
Saint Pierre and Miquelon,666,Americas,Northern America,2001,,55.005,200
Saint Pierre and Miquelon,666,Americas,Northern America,2000,,55.005,200
Saint Pierre and Miquelon,666,Americas,Northern America,1999,,55.005,200
Saint Pierre and Miquelon,666,Americas,Northern America,1998,,55.005,200
Saint Pierre and Miquelon,666,Americas,Northern America,1997,,47.671,200
Saint Pierre and Miquelon,666,Americas,Northern America,1996,,69.673,200
Saint Pierre and Miquelon,666,Americas,Northern America,1995,,69.673,200
Saint Pierre and Miquelon,666,Americas,Northern America,1994,,69.673,200
Saint Pierre and Miquelon,666,Americas,Northern America,1993,,73.34,200
Saint Pierre and Miquelon,666,Americas,Northern America,1992,,95.342,200
Saint Pierre and Miquelon,666,Americas,Northern America,1991,,102.676,200
Saint Pierre and Miquelon,666,Americas,Northern America,1990,,91.675,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2011,2.179604415,238.355,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2010,2.146876944,234.688,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2009,2.114628052,231.021,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2008,2.11639092,231.021,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2007,2.084955752,227.354,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2006,2.020237264,220.02,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2005,2.023191018,220.02,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2004,2.026676001,220.02,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2003,1.827526695,198.018,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2002,1.729237171,187.017,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2001,1.663900953,179.683,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,2000,1.359444656,146.68,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1999,1.529630419,165.015,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1998,1.495028863,161.348,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1997,1.222322016,132.012,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1996,1.221451174,132.012,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1995,1.187038716,128.345,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1994,1.119135477,121.011,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1993,0.949850597,102.676,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1992,0.780927954,84.341,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1991,0.714277764,77.007,200
Saint Vincent and the Grenadines,670,Americas,Caribbean,1990,0.75039299,80.674,200
Samoa,882,Oceania,Polynesia,2011,1.252143478,234.688,200
Samoa,882,Oceania,Polynesia,2010,1.103870902,205.352,200
Samoa,882,Oceania,Polynesia,2009,1.0720829,198.018,200
Samoa,882,Oceania,Polynesia,2008,1.039467085,190.684,200
Samoa,882,Oceania,Polynesia,2007,1.026212687,187.017,200
Samoa,882,Oceania,Polynesia,2006,0.972072037,176.016,200
Samoa,882,Oceania,Polynesia,2005,0.937497221,168.682,200
Samoa,882,Oceania,Polynesia,2004,0.902424019,161.348,200
Samoa,882,Oceania,Polynesia,2003,0.846181554,150.347,200
Samoa,882,Oceania,Polynesia,2002,0.809849823,143.013,200
Samoa,882,Oceania,Polynesia,2001,0.81457791,143.013,200
Samoa,882,Oceania,Polynesia,2000,0.798023068,139.346,200
Samoa,882,Oceania,Polynesia,1999,0.801954442,139.346,200
Samoa,882,Oceania,Polynesia,1998,0.763167783,132.012,200
Samoa,882,Oceania,Polynesia,1997,0.766660278,132.012,200
Samoa,882,Oceania,Polynesia,1996,0.770755973,132.012,200
Samoa,882,Oceania,Polynesia,1995,0.77582012,132.012,200
Samoa,882,Oceania,Polynesia,1994,0.716949273,121.011,200
Samoa,882,Oceania,Polynesia,1993,0.767586091,128.345,200
Samoa,882,Oceania,Polynesia,1992,0.775179986,128.345,200
Samoa,882,Oceania,Polynesia,1991,0.759893462,124.678,200
Samoa,882,Oceania,Polynesia,1990,0.765529733,124.678,200
Sao Tome and Principe,678,Africa,Middle Africa,2011,0.560528887,102.676,200
Sao Tome and Principe,678,Africa,Middle Africa,2010,0.555518774,99.009,200
Sao Tome and Principe,678,Africa,Middle Africa,2009,0.529179173,91.675,200
Sao Tome and Principe,678,Africa,Middle Africa,2008,0.501274866,84.341,200
Sao Tome and Principe,678,Africa,Middle Africa,2007,0.516194382,84.341,200
Sao Tome and Principe,678,Africa,Middle Africa,2006,0.531094543,84.341,200
Sao Tome and Principe,678,Africa,Middle Africa,2005,0.498056463,77.007,200
Sao Tome and Principe,678,Africa,Middle Africa,2004,0.486204108,73.34,200
Sao Tome and Principe,678,Africa,Middle Africa,2003,0.447634872,66.006,200
Sao Tome and Principe,678,Africa,Middle Africa,2002,0.406183583,58.672,200
Sao Tome and Principe,678,Africa,Middle Africa,2001,0.362088544,51.338,200
Sao Tome and Principe,678,Africa,Middle Africa,2000,0.341904065,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1999,0.34696061,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1998,0.351426465,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1997,0.355676757,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1996,0.360262388,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1995,0.365636841,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1994,0.372037304,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1993,0.379461585,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1992,0.387792954,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1991,0.396749172,47.671,200
Sao Tome and Principe,678,Africa,Middle Africa,1990,0.406073513,47.671,200
Saudi Arabia,682,Asia,Western Asia,2011,18.74082287,520277.627,200
Saudi Arabia,682,Asia,Western Asia,2010,19.55705567,533093.792,200
Saudi Arabia,682,Asia,Western Asia,2009,18.0949877,484880.076,200
Saudi Arabia,682,Asia,Western Asia,2008,15.86262634,418239.685,200
Saudi Arabia,682,Asia,Western Asia,2007,15.18524524,393535.106,200
Saudi Arabia,682,Asia,Western Asia,2006,17.05581328,432739.003,200
Saudi Arabia,682,Asia,Western Asia,2005,16.10534901,397642.146,200
Saudi Arabia,682,Asia,Western Asia,2004,16.60432398,395834.315,200
Saudi Arabia,682,Asia,Western Asia,2003,14.32118182,327272.416,200
Saudi Arabia,682,Asia,Western Asia,2002,14.95549868,326407.004,200
Saudi Arabia,682,Asia,Western Asia,2001,14.22648827,297214.017,200
Saudi Arabia,682,Asia,Western Asia,2000,14.74020635,296935.325,200
Saudi Arabia,682,Asia,Western Asia,1999,11.54185856,226459.252,200
Saudi Arabia,682,Asia,Western Asia,1998,10.7701562,207680.545,200
Saudi Arabia,682,Asia,Western Asia,1997,11.34468416,216239.323,200
Saudi Arabia,682,Asia,Western Asia,1996,13.72803741,258750.854,200
Saudi Arabia,682,Asia,Western Asia,1995,12.72415816,236253.809,200
Saudi Arabia,682,Asia,Western Asia,1994,16.98180487,309018.09,200
Saudi Arabia,682,Asia,Western Asia,1993,17.67183785,313818.193,200
Saudi Arabia,682,Asia,Western Asia,1992,16.53967927,285534.622,200
Saudi Arabia,682,Asia,Western Asia,1991,15.99579967,267768.007,200
Saudi Arabia,682,Asia,Western Asia,1990,13.4485435,217948.145,200
Senegal,686,Africa,Western Africa,2011,0.589493364,7858.381,200
Senegal,686,Africa,Western Africa,2010,0.638794727,8272.752,200
Senegal,686,Africa,Western Africa,2009,0.464681448,5848.865,200
Senegal,686,Africa,Western Africa,2008,0.44463771,5441.828,200
Senegal,686,Africa,Western Africa,2007,0.448172755,5335.485,200
Senegal,686,Africa,Western Africa,2006,0.41346223,4789.102,200
Senegal,686,Africa,Western Africa,2005,0.519914512,5859.866,200
Senegal,686,Africa,Western Africa,2004,0.481463165,5280.48,200
Senegal,686,Africa,Western Africa,2003,0.46964656,5012.789,200
Senegal,686,Africa,Western Africa,2002,0.437637932,4547.08,200
Senegal,686,Africa,Western Africa,2001,0.42797475,4330.727,200
Senegal,686,Africa,Western Africa,2000,0.399359784,3938.358,200
Senegal,686,Africa,Western Africa,1999,0.384673118,3700.003,200
Senegal,686,Africa,Western Africa,1998,0.365224143,3428.645,200
Senegal,686,Africa,Western Africa,1997,0.356134024,3263.63,200
Senegal,686,Africa,Western Africa,1996,0.418368605,3740.34,200
Senegal,686,Africa,Western Africa,1995,0.401152473,3494.651,200
Senegal,686,Africa,Western Africa,1994,0.460334559,3901.688,200
Senegal,686,Africa,Western Africa,1993,0.436410525,3593.66,200
Senegal,686,Africa,Western Africa,1992,0.435489543,3479.983,200
Senegal,686,Africa,Western Africa,1991,0.441955114,3424.978,200
Senegal,686,Africa,Western Africa,1990,0.423597206,3182.956,200
Serbia,688,Europe,Southern Europe,2011,5.124867608,49185.471,200
Serbia,688,Europe,Southern Europe,2010,4.75560471,45877.837,200
Serbia,688,Europe,Southern Europe,2009,4.754443557,46127.193,200
Serbia,688,Europe,Southern Europe,2008,5.315115075,51880.716,200
Serbia,688,Europe,Southern Europe,2007,5.318856876,52251.083,200
Serbia,688,Europe,Southern Europe,2006,5.436774748,53765.554,200
Seychelles,690,Africa,Eastern Africa,2011,6.511192932,597.721,200
Seychelles,690,Africa,Eastern Africa,2010,7.55850364,689.396,200
Seychelles,690,Africa,Eastern Africa,2009,8.177948044,740.734,200
Seychelles,690,Africa,Eastern Africa,2008,7.709094347,693.063,200
Seychelles,690,Africa,Eastern Africa,2007,7.199553481,641.725,200
Seychelles,690,Africa,Eastern Africa,2006,8.314250085,733.4,200
Seychelles,690,Africa,Eastern Africa,2005,7.915539532,689.396,200
Seychelles,690,Africa,Eastern Africa,2004,8.595433289,737.067,200
Seychelles,690,Africa,Eastern Africa,2003,6.5312641,550.05,200
Seychelles,690,Africa,Eastern Africa,2002,6.525147983,539.049,200
Seychelles,690,Africa,Eastern Africa,2001,7.823005685,634.391,200
Seychelles,690,Africa,Eastern Africa,2000,6.987038383,557.384,200
Seychelles,690,Africa,Eastern Africa,1999,6.428429878,506.046,200
Seychelles,690,Africa,Eastern Africa,1998,5.555275963,432.706,200
Seychelles,690,Africa,Eastern Africa,1997,5.274344654,407.037,200
Seychelles,690,Africa,Eastern Africa,1996,2.544160961,194.351,200
Seychelles,690,Africa,Eastern Africa,1995,2.479246484,187.017,200
Seychelles,690,Africa,Eastern Africa,1994,2.519120678,187.017,200
Seychelles,690,Africa,Eastern Africa,1993,2.2140985,161.348,200
Seychelles,690,Africa,Eastern Africa,1992,2.308257214,165.015,200
Seychelles,690,Africa,Eastern Africa,1991,2.03412178,143.013,200
Seychelles,690,Africa,Eastern Africa,1990,1.636252411,113.677,200
Sierra Leone,694,Africa,Western Africa,2011,0.153169615,898.415,200
Sierra Leone,694,Africa,Western Africa,2010,0.126228969,726.066,200
Sierra Leone,694,Africa,Western Africa,2009,0.115707311,652.726,200
Sierra Leone,694,Africa,Western Africa,2008,0.119976559,663.727,200
Sierra Leone,694,Africa,Western Africa,2007,0.118486563,641.725,200
Sierra Leone,694,Africa,Western Africa,2006,0.138877606,733.4,200
Sierra Leone,694,Africa,Western Africa,2005,0.106717618,546.383,200
Sierra Leone,694,Africa,Western Africa,2004,0.130215546,641.725,200
Sierra Leone,694,Africa,Western Africa,2003,0.138501766,652.726,200
Sierra Leone,694,Africa,Western Africa,2002,0.135480889,608.722,200
Sierra Leone,694,Africa,Western Africa,2001,0.132315889,568.385,200
Sierra Leone,694,Africa,Western Africa,2000,0.102752891,425.372,200
Sierra Leone,694,Africa,Western Africa,1999,0.087343252,352.032,200
Sierra Leone,694,Africa,Western Africa,1998,0.092557326,366.7,200
Sierra Leone,694,Africa,Western Africa,1997,0.099882316,392.369,200
Sierra Leone,694,Africa,Western Africa,1996,0.098230531,385.035,200
Sierra Leone,694,Africa,Western Africa,1995,0.089641606,352.032,200
Sierra Leone,694,Africa,Western Africa,1994,0.088159211,348.365,200
Sierra Leone,694,Africa,Western Africa,1993,0.072578677,289.693,200
Sierra Leone,694,Africa,Western Africa,1992,0.072762809,293.36,200
Sierra Leone,694,Africa,Western Africa,1991,0.115802181,469.376,200
Sierra Leone,694,Africa,Western Africa,1990,0.096149632,388.702,200
Singapore,702,Asia,South-Eastern Asia,2011,4.313093163,22394.369,200
Singapore,702,Asia,South-Eastern Asia,2010,2.654060696,13479.892,200
Singapore,702,Asia,South-Eastern Asia,2009,4.800631588,23831.833,200
Singapore,702,Asia,South-Eastern Asia,2008,4.918146933,23846.501,200
Singapore,702,Asia,South-Eastern Asia,2007,3.8451826,18195.654,200
Singapore,702,Asia,South-Eastern Asia,2006,6.674699576,30799.133,200
Singapore,702,Asia,South-Eastern Asia,2005,6.753162748,30359.093,200
Singapore,702,Asia,South-Eastern Asia,2004,6.507786808,28474.255,200
Singapore,702,Asia,South-Eastern Asia,2003,7.317166208,31132.83,200
Singapore,702,Asia,South-Eastern Asia,2002,11.41881792,47230.96,200
Singapore,702,Asia,South-Eastern Asia,2001,12.31361495,49541.17,200
Singapore,702,Asia,South-Eastern Asia,2000,12.50725475,49005.788,200
Singapore,702,Asia,South-Eastern Asia,1999,13.09812446,50069.218,200
Singapore,702,Asia,South-Eastern Asia,1998,15.33734186,57293.208,200
Singapore,702,Asia,South-Eastern Asia,1997,18.95355523,69240.294,200
Singapore,702,Asia,South-Eastern Asia,1996,15.49142219,55305.694,200
Singapore,702,Asia,South-Eastern Asia,1995,13.52707974,47109.949,200
Singapore,702,Asia,South-Eastern Asia,1994,19.2875628,65367.942,200
Singapore,702,Asia,South-Eastern Asia,1993,16.59756466,54627.299,200
Singapore,702,Asia,South-Eastern Asia,1992,15.74272215,50267.236,200
Singapore,702,Asia,South-Eastern Asia,1991,15.29801861,47425.311,200
Singapore,702,Asia,South-Eastern Asia,1990,15.56199601,46941.267,200
Slovakia,703,Europe,Eastern Europe,2011,6.318540333,34374.458,200
Slovakia,703,Europe,Eastern Europe,2010,6.66998826,36240.961,200
Slovakia,703,Europe,Eastern Europe,2009,6.274067823,34037.094,200
Slovakia,703,Europe,Eastern Europe,2008,6.963694507,37711.428,200
Slovakia,703,Europe,Eastern Europe,2007,6.80390838,36780.01,200
Slovakia,703,Europe,Eastern Europe,2006,7.245139693,39104.888,200
Slovakia,703,Europe,Eastern Europe,2005,7.30000766,39357.911,200
Slovakia,703,Europe,Eastern Europe,2004,7.191306299,38749.189,200
Slovakia,703,Europe,Eastern Europe,2003,7.330677032,39493.59,200
Slovakia,703,Europe,Eastern Europe,2002,7.285115406,39251.568,200
Slovakia,703,Europe,Eastern Europe,2001,7.304127459,39357.911,200
Slovakia,703,Europe,Eastern Europe,2000,6.660207015,35885.262,200
Slovakia,703,Europe,Eastern Europe,1999,7.285141015,39240.567,200
Slovakia,703,Europe,Eastern Europe,1998,7.519148561,40480.013,200
Slovakia,703,Europe,Eastern Europe,1997,7.631088912,41048.398,200
Slovakia,703,Europe,Eastern Europe,1996,7.68982183,41312.422,200
Slovakia,703,Europe,Eastern Europe,1995,7.853046364,42115.495,200
Slovakia,703,Europe,Eastern Europe,1994,7.554632554,40421.341,200
Slovakia,703,Europe,Eastern Europe,1993,8.03759697,42881.898,200
Slovakia,703,Europe,Eastern Europe,1992,8.309286367,44183.683,200
Slovenia,705,Europe,Southern Europe,2011,7.471108445,15405.067,200
Slovenia,705,Europe,Southern Europe,2010,7.509896156,15427.069,200
Slovenia,705,Europe,Southern Europe,2009,7.530429772,15394.066,200
Slovenia,705,Europe,Southern Europe,2008,8.485193385,17245.901,200
Slovenia,705,Europe,Southern Europe,2007,8.041364132,16244.81,200
Slovenia,705,Europe,Southern Europe,2006,8.085873026,16244.81,200
Slovenia,705,Europe,Southern Europe,2005,7.932170336,15867.109,200
Slovenia,705,Europe,Southern Europe,2004,7.894450856,15746.098,200
Slovenia,705,Europe,Southern Europe,2003,7.789323721,15511.41,200
Slovenia,705,Europe,Southern Europe,2002,7.748260129,15419.735,200
Slovenia,705,Europe,Southern Europe,2001,7.620646901,15163.045,200
Slovenia,705,Europe,Southern Europe,2000,7.236147963,14396.642,200
Slovenia,705,Europe,Southern Europe,1999,7.679917031,15276.722,200
Slovenia,705,Europe,Southern Europe,1998,7.638945679,15192.381,200
Slovenia,705,Europe,Southern Europe,1997,7.974585049,15859.775,200
Slovenia,705,Europe,Southern Europe,1996,7.515684957,14954.026,200
Slovenia,705,Europe,Southern Europe,1995,7.231463445,14403.976,200
Slovenia,705,Europe,Southern Europe,1994,6.685938153,13340.546,200
Slovenia,705,Europe,Southern Europe,1993,6.583749636,13164.53,200
Slovenia,705,Europe,Southern Europe,1992,6.228942106,12478.801,200
Solomon Islands,90,Oceania,Melanesia,2011,0.368065249,198.018,200
Solomon Islands,90,Oceania,Melanesia,2010,0.376140428,198.018,200
Solomon Islands,90,Oceania,Melanesia,2009,0.377406964,194.351,200
Solomon Islands,90,Oceania,Melanesia,2008,0.378686145,190.684,200
Solomon Islands,90,Oceania,Melanesia,2007,0.387452555,190.684,200
Solomon Islands,90,Oceania,Melanesia,2006,0.373759477,179.683,200
Solomon Islands,90,Oceania,Melanesia,2005,0.382869599,179.683,200
Solomon Islands,90,Oceania,Melanesia,2004,0.392469208,179.683,200
Solomon Islands,90,Oceania,Melanesia,2003,0.4025743,179.683,200
Solomon Islands,90,Oceania,Melanesia,2002,0.396313926,172.349,200
Solomon Islands,90,Oceania,Melanesia,2001,0.406935535,172.349,200
Solomon Islands,90,Oceania,Melanesia,2000,0.400195472,165.015,200
Solomon Islands,90,Oceania,Melanesia,1999,0.41117753,165.015,200
Solomon Islands,90,Oceania,Melanesia,1998,0.413190505,161.348,200
Solomon Islands,90,Oceania,Melanesia,1997,0.424755371,161.348,200
Solomon Islands,90,Oceania,Melanesia,1996,0.436737865,161.348,200
Solomon Islands,90,Oceania,Melanesia,1995,0.449142068,161.348,200
Solomon Islands,90,Oceania,Melanesia,1994,0.440984968,154.014,200
Solomon Islands,90,Oceania,Melanesia,1993,0.464464344,157.681,200
Solomon Islands,90,Oceania,Melanesia,1992,0.48895704,161.348,200
Solomon Islands,90,Oceania,Melanesia,1991,0.50301156,161.348,200
Solomon Islands,90,Oceania,Melanesia,1990,0.51739143,161.348,200
Somalia,706,Africa,Eastern Africa,2011,0.058107048,575.719,200
Somalia,706,Africa,Eastern Africa,2010,0.063551059,612.389,200
Somalia,706,Africa,Eastern Africa,2009,0.06371712,597.721,200
Somalia,706,Africa,Eastern Africa,2008,0.06579551,601.388,200
Somalia,706,Africa,Eastern Africa,2007,0.068312443,608.722,200
Somalia,706,Africa,Eastern Africa,2006,0.068378971,594.054,200
Somalia,706,Africa,Eastern Africa,2005,0.07016161,594.054,200
Somalia,706,Africa,Eastern Africa,2004,0.072006851,594.054,200
Somalia,706,Africa,Eastern Africa,2003,0.073908401,594.054,200
Somalia,706,Africa,Eastern Africa,2002,0.074971339,586.72,200
Somalia,706,Africa,Eastern Africa,2001,0.066022014,502.379,200
Somalia,706,Africa,Eastern Africa,2000,0.070009191,517.047,200
Somalia,706,Africa,Eastern Africa,1995,0.001733413,11.001,200
Somalia,706,Africa,Eastern Africa,1994,0.001752055,11.001,200
Somalia,706,Africa,Eastern Africa,1993,0.001754757,11.001,200
Somalia,706,Africa,Eastern Africa,1992,0.00174785,11.001,200
Somalia,706,Africa,Eastern Africa,1991,0.000580265,3.667,200
Somalia,706,Africa,Eastern Africa,1990,0.002900366,18.335,200
South Africa,710,Africa,Southern Africa,2011,9.186728105,477241.715,200
South Africa,710,Africa,Southern Africa,2010,8.842161812,454950.022,200
